,popularity,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit_adj,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,release_month,runtime_levels
1211,0.112646,Roger Spottiswoode,120,2014-09-01,10,4.9,2014,16579638.9138862,21185094.1677435,4605455.2538573,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,September,very long
1212,0.110972,Tim Hill,90,2014-11-29,16,5.3,2014,16579638.9138862,21185094.1677435,4605455.2538573,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,November,short
1213,0.110266,David Salzberg|Christian Tureaud,93,2014-05-09,16,6.5,2014,16579638.9138862,21185094.1677435,4605455.2538573,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,May,normal
1214,0.109921,ÃdÃ¡m CsÃ¡szi,105,2014-02-08,12,7.2,2014,16579638.9138862,21185094.1677435,4605455.2538573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,February,long
1215,0.109904,Patrick McManus,80,2014-03-01,23,4.6,2014,16579638.9138862,21185094.1677435,4605455.2538573,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,March,short
1216,0.109169,Matt Berman,91,2014-02-04,19,5.1,2014,16579638.9138862,21185094.1677435,4605455.2538573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,February,normal
1217,0.107621,Nate Cash,110,2014-11-03,12,7.8,2014,16579638.9138862,21185094.1677435,4605455.2538573,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,November,long
1218,0.105045,Michael Rossato-Bennett,74,2014-01-18,23,7.7,2014,16579638.9138862,21185094.1677435,4605455.2538573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,short
1219,0.20036,Ali Zafar,152,2014-02-14,24,5.9,2014,16579638.9138862,21185094.1677435,4605455.2538573,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,February,very long
1220,0.102977,Fatih Akin,138,2014-10-16,14,6.9,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,October,very long
1221,0.102152,Agnieszka Holland,168,2014-09-18,52,6.1,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,September,very long
1222,0.101299,Joe Swanberg,82,2014-06-26,42,5.4,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,June,short
1223,0.100979,John Alexander,117,2014-01-06,11,6.5,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,January,very long
1224,0.097665,Bruce MacDonald,113,2014-02-28,14,4.5,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,February,very long
1225,0.097531,Stephen Daldry|Brett Sullivan,163,2014-09-28,10,8.1,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,September,very long
1226,0.09733,Rodrigo GarcÃ­a,43,2014-06-20,30,6.6,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,June,short
1227,0.130742,Isaac Feder,90,2014-11-07,29,5.1,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,November,short
1228,0.095633,Bobby Roe,91,2014-10-10,51,5.4,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,October,normal
1229,0.095529,Andrew Levitas,117,2014-06-13,12,5.5,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,June,very long
1230,0.095479,Julian Farino,90,2014-09-25,23,7.6,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,September,short
1231,0.095473,Nick Lyon,90,2014-07-08,36,4.1,2014,14737456.8123433,21185094.1677435,6447637.355400201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,July,short
1232,0.095131,Michael Hewitt|Dermot Lavery,102,2014-06-11,12,7.7,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,long
1233,0.0951,Kelsey Mann,6,2014-03-21,10,6.9,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,short
1234,0.094574,Peter Hewitt,91,2014-09-02,16,5.2,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,September,normal
1235,0.093377,Simon Cellan Jones,285,2014-01-20,17,6.7,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,January,very long
1236,0.093062,Jeffrey Radice,100,2014-01-20,13,6.7,2014,14737456.8123433,21185094.1677435,6447637.355400201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,long
1237,0.171617,Kevin Carraway,92,2014-05-20,12,4.1,2014,2763273.15231437,21185094.1677435,18421821.01542913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,May,normal
1238,0.092777,Anton King,85,2014-02-07,11,5.3,2014,2763273.15231437,21185094.1677435,18421821.01542913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,February,short
1239,0.090297,Christian E. Christiansen,86,2014-10-10,21,4.8,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,October,short
1240,0.088805,Will Bakke,93,2014-09-26,11,4.2,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,September,normal
1242,0.08675,Shannon Hartman,76,2014-08-29,17,7.4,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,August,short
1243,0.083258,Jay Karas,80,2014-12-05,13,7.5,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,short
1244,0.082565,Gabe Turner,95,2014-06-24,16,5.4,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,June,normal
1245,0.081879,Jordan Vogt-Roberts,78,2014-01-23,11,6.4,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,short
1246,0.162234,J.M.R. Luna,89,2014-12-04,15,5.3,2014,6447637.35540021,21185094.1677435,14737456.81234329,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,December,short
1247,0.045555,AndrÃ© Singer,75,2014-06-07,11,7.5,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,short
1248,0.079478,Chapman Way|Maclain Way,80,2014-01-20,17,7.2,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,short
1249,0.135675,Jared Cohn,90,2014-02-14,12,5.1,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,February,short
1250,0.078872,Nicholas Mross,96,2014-10-03,20,6.8,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,October,normal
1251,0.078644,Ning Hao,116,2014-09-26,10,6.0,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,September,very long
1252,0.067359,Marco Polo Constandse,95,2014-02-15,21,6.7,2014,6447637.35540021,21185094.1677435,14737456.81234329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,February,normal
1253,0.076463,Doug Campbell,83,2014-04-12,12,6.0,2014,1842182.10154291,21185094.1677435,19342912.06620059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,April,short
1254,0.07643,David Cross,96,2014-01-21,13,4.9,2014,921091.050771459,21185094.1677435,20264003.11697204,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,January,normal
1255,0.076348,J.C. Khoury,85,2014-11-21,11,5.7,2014,921091.050771459,21185094.1677435,20264003.11697204,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,November,short
1256,0.07628,Chris Moukarbel,79,2014-11-17,22,6.8,2014,921091.050771459,21185094.1677435,20264003.11697204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,short
1257,0.0759649999999999,Shane Dawson,90,2014-09-23,17,4.1,2014,921091.050771459,21185094.1677435,20264003.11697204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,short
1258,0.075351,Robert Kenner,96,2014-11-08,23,7.4,2014,921091.050771459,177217.918168428,-743873.132603031,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,normal
1259,0.113875,FrÃ©dÃ©ric Schoendoerffer,96,2014-04-23,13,5.2,2014,921091.050771459,177217.918168428,-743873.132603031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,April,normal
1260,0.074121,Chris Riedell|Nick Riedell,102,2014-02-14,22,6.8,2014,921091.050771459,177217.918168428,-743873.132603031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,long
1261,0.03551,Christian Larson,90,2014-03-12,17,7.6,2014,690818.288078594,177217.918168428,-513600.369910166,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,March,short
1262,0.072637,Mo Ali,108,2014-10-05,18,6.5,2014,690818.288078594,177217.918168428,-513600.369910166,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,October,long
1263,0.072514,Zak Penn,66,2014-11-19,65,6.7,2014,690818.288078594,177217.918168428,-513600.369910166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,short
1264,0.0722169999999999,Alastair Orr,86,2014-04-20,20,4.6,2014,690818.288078594,177217.918168428,-513600.369910166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,April,short
1265,0.015668,Pradeep Sarkar,133,2014-08-22,15,6.7,2014,690818.288078594,177217.918168428,-513600.369910166,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,August,very long
1266,0.043409,Amelle Chahbi,85,2014-05-28,48,5.5,2014,690818.288078594,177217.918168428,-513600.369910166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,May,short
1267,0.04501,Erik Wernquist,4,2014-10-11,14,7.8,2014,690818.288078594,177217.918168428,-513600.369910166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,October,short
1268,0.069212,Mia Hansen-LÃ¸ve,131,2014-11-19,26,5.4,2014,690818.288078594,60294.6201834997,-630523.6678950944,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,November,very long
1269,0.068752,Darin Scott,95,2014-04-04,11,4.7,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,April,normal
1270,0.068642,Rik Swartzwelder,115,2014-10-18,12,6.6,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,October,very long
1271,0.065064,Manny Rodriguez|Jay Lavender,101,2014-07-25,31,7.0,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,July,long
1272,0.064907,Shashanka Ghosh,131,2014-09-19,33,6.7,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,September,very long
1273,0.064238,Des Doyle,76,2014-10-17,22,6.3,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,short
1274,0.063621,Ryan Little,96,2014-08-15,16,4.9,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,August,normal
1275,0.131326,Joe Johnston,74,2014-05-09,21,4.9,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,May,short
1276,0.166508,Eric Kissack,9,2014-03-21,11,7.0,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,March,short
1277,0.185882,Nickolas Dylan Rossi,104,2014-05-14,11,6.8,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,long
1278,0.056153,Sebastian Junger,84,2014-05-30,16,6.8,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,short
1279,0.0527299999999999,Dinesh D'Souza|John Sullivan,103,2014-07-02,25,5.6,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,July,long
1280,0.048917,Dylan Baker,98,2014-10-24,11,6.0,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,October,normal
1281,0.048493,Eddie Martin,104,2014-06-05,17,7.4,2014,2763273.15231437,60294.6201834997,-2702978.5321308705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,long
1282,0.132698,Kostas Ouzas|Nick Kozakis,86,2014-10-30,11,3.9,2014,184218.210154291,60294.6201834997,-123923.5899707913,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,October,short
1283,0.046303,CÃ©dric Kahn,106,2014-10-29,14,6.0,2014,184218.210154291,60294.6201834997,-123923.5899707913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,October,long
1284,0.096383,Jay Chapman,70,2014-04-27,13,7.2,2014,184218.210154291,60294.6201834997,-123923.5899707913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,short
1285,0.04464,James Yukich,71,2014-10-10,13,6.9,2014,184218.210154291,60294.6201834997,-123923.5899707913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,short
1286,0.190655,Jennifer M. Kroot,94,2014-08-22,15,6.5,2014,184218.210154291,60294.6201834997,-123923.5899707913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,August,normal
1287,0.042677,One9,74,2014-04-04,19,6.9,2014,184218.210154291,60294.6201834997,-123923.5899707913,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,April,short
1290,0.104985,Paul Leyden,90,2014-07-25,20,5.6,2014,184218.210154291,60294.6201834997,-123923.5899707913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,July,short
1291,0.034572,J.C. Calciano,90,2014-09-06,11,6.1,2014,184218.210154291,60294.6201834997,-123923.5899707913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,September,short
1292,0.032878,Joseph J. Lawson,87,2014-11-11,19,5.2,2014,184218.210154291,60294.6201834997,-123923.5899707913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,November,short
1294,0.027994,John Curran,112,2014-03-06,132,7.0,2014,184218.210154291,4493305.04969746,4309086.839543168,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,March,long
1295,0.097151,Marshall Curry,82,2014-04-19,12,7.2,2014,184218.210154291,4493305.04969746,4309086.839543168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,short
1296,0.02592,Jillian Schlesinger,82,2014-01-17,16,7.2,2014,184218.210154291,4493305.04969746,4309086.839543168,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,short
1297,0.023903,Jody Lee Lipes,72,2014-04-19,12,6.4,2014,184218.210154291,4493305.04969746,4309086.839543168,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,April,short
1298,0.022635,Lance Bangs,74,2014-11-14,26,6.6,2014,184218.210154291,4493305.04969746,4309086.839543168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,short
1299,0.021498,Chris Carter,60,2014-02-06,13,6.5,2014,184218.210154291,4493305.04969746,4309086.839543168,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,February,short
1300,0.021036,Michael Winterbottom,108,2014-04-24,66,6.3,2014,184218.210154291,4493305.04969746,4309086.839543168,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,April,long
1301,0.020923,Toa Fraser,108,2014-09-04,21,6.0,2014,184218.210154291,4826.51710604244,-179391.69304824856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,long
1302,0.020673,Omung Kumar,122,2014-09-05,17,7.0,2014,184218.210154291,4826.51710604244,-179391.69304824856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,September,very long
1303,0.0786029999999999,Nadav Schirman,99,2014-01-16,12,7.5,2014,184218.210154291,4826.51710604244,-179391.69304824856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,normal
1304,0.0174,Tomek Baginski,6,2014-10-24,30,6.9,2014,184218.210154291,4826.51710604244,-179391.69304824856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,October,short
1305,0.018014,David Storey,90,2014-12-03,11,5.4,2014,7829273.9315574,4826.51710604244,-7824447.414451358,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,December,short
1306,0.017292,Jesse Moss,102,2014-10-10,20,6.8,2014,7829273.9315574,4826.51710604244,-7824447.414451358,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,October,long
1307,0.015776,Nick Willing,95,2014-12-27,23,4.1,2014,7829273.9315574,4826.51710604244,-7824447.414451358,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,December,normal
1308,0.015258,Krishna D.K.|Raj Nidimoru,135,2014-11-21,12,5.4,2014,7829273.9315574,4826.51710604244,-7824447.414451358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,very long
1309,0.005725,Kurt Engfehr,89,2014-09-18,14,6.5,2014,7829273.9315574,4826.51710604244,-7824447.414451358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,short
1310,0.012325,Sebastian Dehnhardt,106,2014-09-18,18,6.8,2014,7829273.9315574,4826.51710604244,-7824447.414451358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,long
1311,0.012014,Greg Whiteley,93,2014-01-17,15,6.4,2014,7829273.9315574,4826.51710604244,-7824447.414451358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,normal
1312,0.011229,Audrey Cummings,83,2014-10-05,15,5.5,2014,7829273.9315574,4826.51710604244,-7824447.414451358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,October,short
1313,0.002922,Nicolas Castro,94,2014-08-20,13,6.0,2014,4.60545525385729,4826.51710604244,4821.911650788583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,August,normal
1314,0.010047,David Dhawan,128,2014-04-04,12,5.8,2014,4.60545525385729,4826.51710604244,4821.911650788583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,April,very long
1315,0.008,Amir Bar-Lev,98,2014-11-14,14,6.0,2014,4.60545525385729,4826.51710604244,4821.911650788583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,normal
1316,0.007622,Robert May,102,2014-02-07,12,7.1,2014,4.60545525385729,4826.51710604244,4821.911650788583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,February,long
1317,0.005972,David Gregory,100,2014-08-24,16,7.1,2014,4.60545525385729,4826.51710604244,4821.911650788583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,August,long
1318,0.044654,Shaad Ali,127,2014-12-14,13,5.2,2014,4.60545525385729,4826.51710604244,4821.911650788583,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,December,very long
1319,0.0058439999999999,Jonathon Narducci,94,2014-04-06,13,7.0,2014,4.60545525385729,4826.51710604244,4821.911650788583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,normal
1320,0.147999,Sacha Bennett,94,2014-12-12,11,4.9,2014,4.60545525385729,4826.51710604244,4821.911650788583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,normal
1321,0.005266,Homi Adajania,102,2014-09-12,15,5.8,2014,2292964.06179047,4826.51710604244,-2288137.544684428,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,September,long
1322,0.004853,Paul Dugdale,106,2014-10-08,32,8.3,2014,2292964.06179047,4826.51710604244,-2288137.544684428,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,October,long
1323,0.034538,Alex Holmes,100,2014-05-27,16,6.7,2014,2292964.06179047,4826.51710604244,-2288137.544684428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,long
1324,0.004282,Shashank Khaitan,133,2014-07-11,23,6.4,2014,2292964.06179047,4826.51710604244,-2288137.544684428,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,July,very long
1325,0.032049,Marina Rice Bader,86,2014-07-28,18,4.2,2014,2292964.06179047,4826.51710604244,-2288137.544684428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,July,short
1326,0.023872,Tracy Droz Tragos|Andrew Droz Palermo,91,2014-01-19,14,7.1,2014,2292964.06179047,4826.51710604244,-2288137.544684428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,normal
1327,0.003504,James Erskine,90,2014-02-17,11,6.5,2014,2292964.06179047,4826.51710604244,-2288137.544684428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,short
1328,0.002599,David Thorpe,77,2014-07-10,12,5.8,2014,2292964.06179047,4826.51710604244,-2288137.544684428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,July,short
1329,12.037933,George Lucas,121,1977-03-20,4428,7.9,1977,39575591.3582738,2789712242.27745,2750136650.919176,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,very long
1330,2.379469,Lewis Gilbert,125,1977-07-07,279,6.2,1977,50368934.4559849,667167740.424415,616798805.96843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,July,very long
1331,1.719385,John Lounsbery|Wolfgang Reitherman|Art Stevens,78,1977-06-22,332,6.6,1977,4317337.23908442,256219102.706214,251901765.4671296,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,June,short
1332,1.179653,Woody Allen,93,1977-04-19,493,7.6,1977,14391124.1302814,137620251.333787,123229127.20350559,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,April,normal
1333,1.104997,Don Chaffey,128,1977-11-03,113,6.4,1977,35977810.3257035,137620251.333787,101642441.00808349,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,November,very long
1334,1.104816,Steven Spielberg,135,1977-11-16,600,7.0,1977,71955620.651407,1092964988.91343,1021009368.262023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,November,very long
1335,1.048838,Richard Attenborough,175,1977-06-15,109,6.4,1977,79151182.7165477,182587387.402945,103436204.68639731,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,June,very long
1336,0.912502,John Lounsbery|Wolfgang Reitherman,74,1977-03-11,75,7.1,1977,79151182.7165477,182587387.402945,103436204.68639731,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,March,short
1337,0.905657,Vincent McEveety,105,1977-06-24,36,6.4,1977,79151182.7165477,182587387.402945,103436204.68639731,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,June,long
1338,0.75125,Sam Wanamaker,113,1977-07-15,15,5.9,1977,12592233.6139962,57564496.5211256,44972262.9071294,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,July,very long
1339,0.622492,Dick Richards,107,1977-09-08,10,6.1,1977,12592233.6139962,57564496.5211256,44972262.9071294,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,September,long
1340,0.602862,John Badham,118,1977-12-16,192,6.3,1977,12592233.6139962,853081315.967563,840489082.3535669,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,December,very long
1341,0.560826,Mel Brooks,94,1977-12-25,29,6.2,1977,12232455.5107391,111758008.930412,99525553.41967289,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,December,normal
1342,0.541642,Hal Needham,96,1977-05-26,93,6.9,1977,12232455.5107391,455973514.57515,443741059.0644109,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,normal
1343,0.520725,George Butler|Robert Fiore,85,1977-01-18,71,7.0,1977,12232455.5107391,455973514.57515,443741059.0644109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,short
1344,0.49548,Clint Eastwood,109,1977-12-21,45,6.7,1977,19787795.6791369,95034155.5342327,75246359.8550958,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,December,long
1345,0.474001,Sam Peckinpah,132,1977-01-29,37,6.0,1977,21586686.1954221,95034155.5342327,73447469.33881061,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,January,very long
1346,0.434509,Martin Scorsese,155,1977-06-21,32,5.6,1977,21586686.1954221,95034155.5342327,73447469.33881061,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,June,very long
